date,kind,content,solution
원동기(동력발생장치) 기타,2024-11-26 ~ ,배기가스 배출량이 기준치를 초과할 수 있는 가능성에 따른 리콜 <대상차량별 생산일자>E 220 d : 2015.12.23 ~ 2017.12.04E 220 d 4MATIC : 2016.09.21 ~ 2018.01.25E 220 d Coupe : 2016.11.09 ~ 2017.11.27,"SCR 촉매 장치의 상류 및 하류 NOx 센서 점검, 필요시 교체"
제동장치 기타,2024-11-26 ~ ,"일부 차량에서 브레이크 페달과 부스터를 연결하는 푸시 로드가 공급 업체의 부품 조립 공정상 오류로 인해 올바르 토크로 체결되지 않았을 수 있으며, 이런 경우 소음과 불안정한 페달 작동과 같은 현상이 발생할 수 있음. 브레이크 페달과 부스터간의 물리적 연결이 해제될 경우 브레이크 페달을 이용한 제동이 불가하게 되어 사고 발생 가능성이 증가할 수 있는 가능성에 따른 리콜 (다만, 긴급제동장치(AEB)와 전자식 주차 브레이크 기능을 사용한 제동은 가능함)<대상차량별 생산일자>S90: 2019.08.07~2019.12.11XC90: 2019.08.14~2019.10.11XC60: 2019.06.28~2019.09.13",푸시 로드를 제원에 따른 규정토크로 다시 체결하는 작업을 진행 
차체/차대 기타,2024-11-25 ~ ,"작업자 작업공정 미준수(캡 상단 하부 트림판넬 고정 불량 가능성)로 인해 주행 중 캡 상단 트림판넬이 떨어질 수 있고, 이로 인하여 다른 차량 및 보행자 안전에 영향을 줄 수 있는 가능성에 따른 리콜 ",캡 상단 하부 트림판넬 고정상태 점검 및 재장착 
제동장치 기타,2024-11-25 ~ ,전자제어유압장치(HECU) 내부 회로 기판의 전기적 합선에 의한 엔진룸 소손 발생 가능성에 따른 리콜,엔진룸 정션박스내 HECU 관련 퓨즈를 개선으로 교환 
전기장치 기타,2024-11-25 ~ ,"고전압배터리 내부 셀에서 미세한 단락으로 인하여 발생하는 것으로 추정되며, 극히 드물게 충전 또는 충전 이후 화재가 발생할 수 있음이 확인됨에 따른 리콜 <대상차량별 생산일자>SM3 Z.E. (B2H35-4Z): 2017.09.25~2020.02.27SM3 Z.E. B2H36-4Z, 판매 후 고전압배터리 교환 차량, 튜닝 승인): 2013.08.13~2016.06.28","1) 고전압배터리 진단 기준을 강화한 2차 BMS 안전진단 소프트웨어 업데이트 2) 2차 BMS 안전진단 소프트웨어 업데이트 후, 고전압배터리 관련 해당 경고등이 발생된 경우 고전압배터리를 교체 또는 수리 <*1차 시정조치를 통해 고전압배터리를 교체한 차량은 BMS 안전진단 소프트웨어 업데이트만 실시하며, 특정기간에 제조된 셀이 적용된 차량은 고전압배터리를 교체해드립니다. 교체 작업은 교체 가능 업소에서 예약제로 진행되니, 대상 확인 및 예약은 고객센터(080-300-3000)로 문의하여 주시기 바랍니다.>"
실내안전장치 기타,2024-11-25 ~ ,"운전석 시트벨트 착용 시에도 계기판에 경고등 점등 및 점멸될 수 있으며, 이런 경우 안전벨트를 정상적으로 체결하여도 간헐적으로 안전벨트 미착용 경고등이 점등될 수 있는 가능성에 따른 리콜 ","ACU(Aribag Control Unit) 개선품으로 교환 <단, 일부 차량의 경우 기존 무상수리 실시로 이미 리콜에 해당하는 조치가 완료되어 추가조치를 위해 서비스센터를 방문할 필요가 없을 수 있으므로, 자세한 사항은 제작사 고객센터(080-728-2825)로 문의하여 주시기 바랍니다.>"
승차 및 실내장치 기타,2024-11-22 ~ ,"비상 통신 모듈의 소프트웨어 오류로 차량 사고 발생 시 비상 통화 기능을 자동 또는 수동으로 사용하지 못할 수 있고, 또한 차량 위치 데이터가 전송되지 않을 수 있으며, 이런 경우 사고 발생 시 초기 구조 활동이 지연되어 승객의 부상 위험을 증가시킬 수 있는 가능성에 따른 리콜 ",개선된 비상 통신 모듈 소프트웨어 업데이트 
기타장치 기타,2024-11-22 ~ ,"문서화 작업 오류로 인하여 자기 인증 시 제원 통보된 차량의 전, 후축의 중량 수치가 잘못 제출되어 실제 차량 제원가 차이가 있으며, 이런 경우 차량 검사 시 부적합을 받을 수 있음이 확인됨에 따른 리콜 (이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제115조(제원의 허용차)에서 정하는 기준에 부적합 할 수 있음)","제원 정정을 통한 시정 조치를 행정적으로 실시하는 것으로, 차량등록증을 재교부 받거나 문제가 있는 부품을 교환하는 별도의 조치는 필요하지 않음 "
기타장치 기타,2024-11-22 ~ ,"고전원배터리 완속충전장치의 설계 오류로 인해 외부로 노출된 충전 접속구의 도체부가 인체와 접촉될 수 있으며, 이런 경우 외부로 노출된 고전원배터리 완속충전장치 접속구의 도체부가 고온 다습한 기후 변화로 높아진 습도로 인해 전류가 흐를 수 있는 위험성이 있으며, 충전구가 노후되면서 절연체가 마모되면 인체와 접촉 시 감전 등과 같은 사고로 이어질 수 있는 가능성에 따른 리콜 (안전기준부적합)",대상 자동차에 대하여 완속충전장치를 개선품으로 교환 
기타장치 기타,2024-11-22 ~ ,"가속제어장치의 소프트웨어 설계 오류(안전기준 부적합)로 인해 자동차 가속 중 가속페달에서 발을 떼더라도 공회전 상태로 복귀 시간이 지연될 수 있으며, 이런 경우 자동차 가속 중 가속페달과 가속제어장치 제어기와 연결된 전선들 중 하나의 전선이 노후회 되거나 예기치 못한 이유로 단선 되었을 경우 또는 복귀 동력원 고장이 발생했을 경우 운전자가 기속페달에서 발을 떼더라도 자동차의 가속 상태가 수초간 유지되어 안전사고로 이어질 우려가 있음에 따른 리콜 ",대상 자동차에 대하여 가속제어장치 제어기 소프트웨어 업데이트 
조향장치 기타,2024-11-20 ~ ,"제조 과정에서 조향축이 올바르게 조립되지 않았을 수 있으며, 이런 경우 조향 작동에도 불구하고 조향이 불가능할 수 있는 가능성에 따른 리콜 <대상차량별 생산일자>TGL 카고(TGL 10.190 4x2 BL): 2022.03.11~2022.03.14TGM 카고(TGM 18.320 4x2 BL): 2022.03.11~2022.03.14TGM 카고(TGM 18.290 4x2 BL): 2022.03.10~2022.03.11",조향축 점검 후 필요 시 조향축을 교체함 
원동기(동력발생장치) 기타,2024-11-19 ~ ,"엔진 컨트롤 유닛 소프트웨어에서 오류가 발생할 수 있으며, 이런 경우 공기 흡리입량 센서 또는 EGR 밸브 오작동 시 엔진 경고등이 늦게 점등되거나 미점등 될 수 있고, 배기가스 배출허용기준을 초과할 수 있는 가능성에 따른 리콜 <대상차량별 생신일자는 상이할 수 있으므로, 자세한 사항은 제작사 고객센터(080-001-1886)으로 문의하여 주시기 바랍니다.>",엔진 컨트롤 유닛 소프트웨어 업데이트 
차체/차대 기타,2024-11-18 ~ ,"앞유리 앞쪽 외장재가 조립 실수로 인해 완전히 장착되지 않아 시간이 지남에 따라 헐거워져 주행 중 분리될 수 있으며, 이런 경우 다른 차량에게 위험을 가하여 사고가 발생할 수 있는 가능성이 확인됨에 따른 리콜  ","외장재 장착 상태 점검 후 필요 시 해당 부품을 교환<대상 차량의 대수가 많고, 순차적으로 부품이 공급될 예정입니다. 그리하여 원활한 진행을 위하여 아래와 같이 차량의 년식별로 순차적으로 시행을 실시하게 되었으니, 자세한 사항은 전국 포드 서비스센터 및 고객센터로 문의하여 주시기 바랍니다.> - 2011~2014년식: 2024년 11월 18일부터 시행 - 2015~2016년식: 2024년 12월 9일부터 시행  - 2017년식: 2024년 12월 23일부터 시행 - 2018~2019년식: 2025년 1월 6일부터 시행 "
실내안전장치 기타,2024-11-15 ~ ,"작업자의 실수로 일부 부품에 오조립이 발생되었을 수 있으며, 잘못 조립된 안전띠는 충돌 사고 발생 시 탑승자를 올바로 고정하지 못하여 부상 가능성이 높아질 수 있음이 확인됨에 따른 리콜 ",운전석 안전띠 하단부와 고정 장치의 조립상태 확인 후 필요 시 부품 교환 
제동장치 기타,2024-11-15 ~ ,"앞 브레이크 마스터 실린더 리저브 탱크의 다이어프램에 첨가된 성분이 브레이크 오일에 녹아 고무부품이 변형되어 브레이크 오일 보충 또는 회수하는 통로를 막을 수 있으며, 이런 경우 브레이크 패드와 디스크 간격이 증가된 상태에서 주행할 경우 제동거리가 길어져 사고가 발생할 수 있는 가능성에 따른 리콜 ",개선된 앞 브레이크 마스터 실린더 및 개선된 다이어프램으로 교체 
동력전달장치 기타,2024-11-14 ~ ,"파워트레인 컨트롤 유닛 소프트웨어 정보 전송에 오류가 발생할 수 있으며, 이런 경우 마지막 주행 사이클에 대한 OBD 진단 정보(예: 고장 코드)가 저장되지 않을 수 있는 가능성에 따른 리콜 <대상차량별 생산일자는 상이할 수 있으므로, 자세한 사항은 제작사 고객센터(080-001-1886)으로 문의하여 주시기 바랍니다.>",파워트레인 컨트롤 유닛 (PTCU) 소프트웨어 업데이트 
승차 및 실내장치 기타,2024-11-14 ~ ,"고정장치 레일 뒤쪽 고정볼트의 설계 불량으로 인해, 후방 충격 사고 발생 시 고정볼트가 파손될 수 있으며, 이런 경우 고정장치 레일이 설계 시 의도된 바와 같이 변형되지 않고 이탈된 뒷좌석 등받이를 손상시킬 수 있으며, 탑승자의 부상 위험이 있음이 확인됨에 따른 리콜<대상차량별 생산일자>BMW X3 M: 2021.08.26BMW X3 M Competition: 2021.07.31~2024.05.16BMW X3 M Competition: 2019.04.25~2021.07.23BMW X3 M40i: 2021.08.23~2024.05.29BMW X3 M40i: 2022.04.01BMW X3 M40i: 2020.03.17~2021.07.27BMW X3 M40I A: 2018.05.09~2019.04.26BMW X3 M40I A: 2019.09.21~2021.07.22 BMW X3 SDRIV A: 2018.04.23~2018.10.15BMW X3 SDRIV A: 2020.01.12~2021.06.23 BMW X3 XDRIV A: 2018.05.02BMW X3 XDRIV A: 2018.08.03BMW X3 XDRIV A: 2017.11.08~2019.07.11BMW X3 XDRIV A: 2020.03.24~2021.06.12BMW X3 xDrive20d: 2021.07.28~2024.05.28BMW X3 xDrive20d M Sport Package: 2017.08.28~2019.03.25BMW X3 xDrive20d M Sport Package: 2019.03.11~2021.07.24BMW X3 xDrive20i 31DP 2021.07.15~2024.05.30BMW X3 xDrive20i Luxury: 2019.07.29~2021.07.28BMW X3 xDrive30d: 2020.08.28~2020.10.23BMW X3 xDrive30d M Sport Package: 2017.09.06~2020.06.25BMW X3 xDrive30i: 2021.08.03~2022.07.15","2024년 8월 22일 개시된 시정조치를 미완료한 차량인 경우 와셔 추가 장착 및 강건성이 증대되고 길이가 증가된 고정볼트로 교체하고, 시정조치를 이미 완료(와셔 추가 장착 및 길이가 짧은 고정볼트로 교체한)한 차량의 경우, 강건성이 증대되고 길이가 증가된 고정 볼트로 교체함 "
실내안전장치 기타,2024-11-14 ~ ,"조수석 에어백 모듈 생산 과정의 오류로 에어백이 손상되었을 수 있으며, 이런 경우 사고 발생 시 조수석 에어백이 충분하게 전개되지 않아 조수석 탑승객 보상의 위험이 증가될 수 있는 가능성에 따른 리콜 <대상차량별 생산일자>BMW X3 20 xDrive: 20224.08.07~2024.08.28BMW X3 20d xDrive: 2024.08.05~2024.08.27BMW X3 M50 xDrive: 2024.08.04~2024.08.20",정상적으로 생산된 조수석 에어백 모듈로 교체
제동장치 기타,2024-11-14 ~ ,"통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 신호 장애가 발생하면 안전모드로 전환되나, 현행 소프트웨어로는 이상을 사전에 발견하지 못할 수 있으며, 이로 인해 신호 장애가 발생한 경우 서보 모터 위치센서가 정상 작동하지 않아 안전모드로 전환 시, 제동 경고등 점등 및 중앙모니터에 체크 컨트롤 메시지가 표시되고 상황에 따라 제동에 필요한 조작력을 더 높여야 할 수 있으며 제동거리가 길어길 수 있고, 이와 동시에 ABS 및 차체 자세 제어(DSC) 기능이 작동하지 않을 수 있는 가능성에 따른 리콜 <대상차량별 생산일자>BMW 520i: 2024.10.16BMW 530e: 2024.10.16BMW 530e xDrive Sedan: 2024.10.16BMW 530i xDrive: 2024.10.16",진단 강화 로직이(OTA 실시간 진단) 적용된 소프트웨어로 업데이트 하여 이상 징후를 사전에 감지하고 고객에게 안내함 (참고: 소프트웨어 설치 완료 후 향후 이상 발견 시 통합제동장치 무상 교체)
기타장치 기타,2024-11-13 ~ ,"제원측정시 하대높이 측정오류로 인해 실제 하대높이는 430mm이나 500mm로 제원통보함이 확인되었으며, 이런 경우 자동차 검사 시 하대높이 오차범위 초과로 불합격 처리될 수 있는 가능성에 따른 리콜 (이는 자동차 및 자동차 부품의 성능과 기준에 관한 규칙 제115조 제원의 허용차(±30mm)를 위반한 것으로 확인됨)",차량제원 및 외관도 정정
주행장치 기타,2024-11-13 ~ ,"생산 공정 오류로 인하여 우측 전방, 후방 타이어의 내측벽 표면이 손상되었을 수 있으며 이런 경우 타이어의 수명 주기 동안 공기압이 떨어질 수 있고, 갑작스러운 공기압 손실이 발생될 수 있음. 이로 인해 주행 안정성이 저하되고 충돌 위험이 증가할 수 있음이 확인됨에 따른 리콜 <대상차량별 생산일자>GLB 250 4MATIC: 2024.06.19~2024.06.28Mercedes AMG GLB 35 4MATIC: 2024.06.19~2024.06.21",타이어 점검 및 필요 시 교체 
원동기(동력발생장치) 기타,2024-11-13 ~ ,"소프트웨어 개발 공정 오류로 인하여 엔진 컨트롤 유닛 소프트웨어 람다 컨트롤이 정상적으로 작동되지 않을 수 있으며, 이런 경우 람다 컨트롤 시스템에 의해 분사되는 연료의 양이 증가할 수 있어 배기 온도가 상승될 수 있고, 주변 부품(예: 엔진 배선, 촉매 컨버터)이 손상될 수 있음. 이로 인해 사전 경고 없이 추진력이 상실될 수 있으며, 화재 위험 가능성을 배제할 수 없음이 확인됨에 따른 리콜  
",개선된 엔진 컨트롤 유닛 소프트웨어 업데이트 및 필요 시 손상된 배선 또는 촉매 컨버터 교체 
연료장치 기타,2024-11-11 ~ ,고전원 배터리 셀 내부 일부 전지의 양극 조립 실수로 배터리 용량이 미미하게 낮아지거나 내부 단락이 발생되어 경고등이 점등될 수 있음. 경고등 발생 시 동력이 차단되어 사고가 발생할 수 있으며 극히 드문 가능성이지만 화재가 발생할 가능성도 확인됨에 따른 리콜 <대상차량별 생산일자>Aviator PHEV: 2020.02.12~2022.01.14Explorer PHEV: 2019.12.02~2021.09.23,진단기로 테스트 후 테스트를 통과하지 못하는 경우 고전압 배터리 팩(어셈블리)을 신품으로 교환 
차체/차대 기타,2024-11-11 ~ ,"차문걸쇠장치내의 PCB 기판으로 수분이 유입될 수 있으며, 이런 경우 차문 걸쇠 장치와 도어 제어 유닛 사이 통신 불량으로 주행 중 차문이 열릴 수 있고 이로 인하여 탑승자 혹은 보행자 안전에 영향을 줄 수 있음이 확인됨에 따른 리콜  
","도어 핸들 부품 교체 (국내 대상 차량의 도어 핸들 관련 소프트웨어는 최신 버전으로 확인되어, 사전안내문의 소프트웨어 업데이트는 불필요)"
연료장치 기타,2024-11-08 ~ ,"연료 탱크 잠금 링을 조립하는 장비의 설정 오류로 인한 조립 불량으로 연료 탱크 잠금 링이 완전히 조립되지 않은 경우 차량 충돌 시 연료가 누유 될 수 있고, 이로 인해 화재의 위험성이 높아질 수 있음이 확인됨에 따른 리콜 
",연료 탱크 잠금 링 재조립
연료장치 기타,2024-11-08 ~ ,"특정 기간에 생산된 차량에 장착된 일부 고전압 배터리 모듈의 제조과정의 문제로 인하여, 고전압 배터리 모듈 내부에서 단락이 발생할 수 있으며, 이런 경우 열화 현상이 발생할 수 있고 드문 경우이나 화재 발생의 가능성이 있어 탑승자의 상해 발생 위험이 증가할 수 있음이 확인됨에 따른 리콜<대상차량별 생산일자>e-tron GT: 2021.09.23~2023.06.28RS e-tron GT: 2021.09.13~2023.02.02","고전압배터리 점검 및 필요 시 배터리 셀 모듈 교체, 소프트웨어 업데이트 (2025년 1분 예정이며, 추후 재통지 예정)ㅇ 리콜 대상 차량에 대하여 고전압 배터리 충전량을 80%로 임시 변경(최종 소프트웨어 업데이트 실시(2025년 1분기 예정, 고전압배터리 이상 발생 시 경고 메시지를 계기판에 직접 표시하기 위한 배터리 데이터 모니터링 개선 소프트웨어) 후 충전량을 100%로 변경ㅇ 안내사항: 시정조치를 받으시기 전에는 자동차 소유주가 고전압배터리 충전량을 80%로 변경 후 사용을 권장 드립니다."
